trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
2469,2025-10-21T22:50:15.876243,memory_recall,Trial_2469_memory_recall,neutral,"[""L33.N2198"", ""L43.N2080"", ""L37.N1506"", ""L32.N3933"", ""L30.N2109""]",neutral,0.4845,0.526,short_term,140.17,True
2470,2025-10-21T23:00:15.876357,conversation,Trial_2470_conversation,joy,"[""L43.N1266"", ""L40.N694"", ""L37.N958"", ""L39.N3133"", ""L43.N1167"", ""L34.N3520"", ""L39.N2613"", ""L29.N1998"", ""L24.N2246"", ""L31.N2676"", ""L33.N3194"", ""L30.N2983"", ""L36.N2189"", ""L46.N2882"", ""L35.N825""]",joy,0.1789,0.2041,long_term,148.37,True
2471,2025-10-21T23:10:15.876582,conversation,Trial_2471_conversation,fear,"[""L43.N1386"", ""L40.N534"", ""L44.N2780"", ""L28.N3935"", ""L44.N1721"", ""L32.N198"", ""L41.N78"", ""L39.N2383"", ""L43.N2540"", ""L28.N2017"", ""L42.N1028"", ""L24.N2496"", ""L39.N2928"", ""L30.N1321"", ""L27.N3843"", ""L36.N2380"", ""L26.N2922""]",fear,0.3281,0.4924,short_term,498.81,True
2472,2025-10-21T23:20:15.876817,learning_discovery,Trial_2472_learning_discovery,sadness,"[""L25.N1105"", ""L24.N3390"", ""L25.N3436"", ""L36.N397"", ""L35.N2936"", ""L44.N2515"", ""L25.N2529"", ""L37.N3509"", ""L30.N259"", ""L34.N2203"", ""L30.N2752"", ""L36.N839""]",sadness,0.2709,0.2386,short_term,211.49,True
2473,2025-10-21T23:30:15.877005,error_event,Trial_2473_error_event,surprise,"[""L40.N2553"", ""L33.N3655"", ""L31.N220"", ""L42.N1273"", ""L42.N2001"", ""L47.N2376"", ""L43.N3955"", ""L35.N3980"", ""L28.N3346"", ""L28.N4003"", ""L47.N500"", ""L46.N563"", ""L25.N1390"", ""L31.N3309""]",surprise,0.4144,0.458,long_term,173.45,True
2474,2025-10-21T23:40:15.877207,creative_output,Trial_2474_creative_output,anger,"[""L47.N1200"", ""L36.N1725"", ""L24.N1075"", ""L47.N2164"", ""L32.N3218"", ""L29.N1717"", ""L27.N991"", ""L41.N677"", ""L33.N1186"", ""L37.N791"", ""L25.N2674"", ""L32.N3034"", ""L25.N718"", ""L36.N3610"", ""L35.N3728"", ""L39.N482"", ""L29.N1335"", ""L33.N3492"", ""L37.N3665""]",anger,0.1895,0.3907,long_term,832.66,True
2475,2025-10-21T23:50:15.877476,user_interaction,Trial_2475_user_interaction,joy,"[""L41.N3910"", ""L38.N3552"", ""L45.N870"", ""L43.N691"", ""L25.N3309""]",joy,0.2595,0.3746,short_term,222.78,True
2476,2025-10-22T00:00:15.877588,creative_output,Trial_2476_creative_output,fear,"[""L30.N1133"", ""L29.N392"", ""L37.N2479"", ""L27.N2099"", ""L26.N2668"", ""L47.N3134"", ""L47.N1199"", ""L27.N3874""]",fear,0.1914,0.1633,long_term,425.93,True
2477,2025-10-22T00:10:15.877736,conversation,Trial_2477_conversation,sadness,"[""L24.N967"", ""L39.N2607"", ""L26.N3122"", ""L37.N3688"", ""L35.N2991"", ""L24.N4070"", ""L41.N1898"", ""L26.N510"", ""L33.N2398"", ""L35.N3687"", ""L26.N225""]",sadness,0.1078,0.3051,short_term,129.38,True
2478,2025-10-22T00:20:15.877913,user_interaction,Trial_2478_user_interaction,anger,"[""L45.N3345"", ""L45.N594"", ""L25.N1480"", ""L33.N3154"", ""L29.N1544"", ""L42.N1563"", ""L41.N1459"", ""L42.N3062"", ""L27.N67"", ""L40.N25"", ""L36.N322"", ""L44.N2676"", ""L27.N3718"", ""L33.N492"", ""L27.N3974""]",anger,0.3239,0.3731,short_term,109.73,True
2479,2025-10-22T00:30:15.878126,creative_output,Trial_2479_creative_output,joy,"[""L37.N3942"", ""L41.N1141"", ""L36.N3999"", ""L36.N3816"", ""L47.N1109"", ""L41.N570"", ""L26.N3138"", ""L37.N1119"", ""L32.N3855"", ""L28.N2237"", ""L36.N3770"", ""L44.N423""]",joy,0.0344,0.1126,short_term,177.21,True
2480,2025-10-22T00:40:15.878307,conversation,Trial_2480_conversation,anger,"[""L36.N3509"", ""L40.N846"", ""L25.N908"", ""L43.N1948"", ""L31.N2466"", ""L47.N3078"", ""L45.N2137"", ""L40.N3262"", ""L29.N2565"", ""L47.N1290"", ""L29.N449"", ""L26.N3713"", ""L26.N672"", ""L30.N3284"", ""L39.N600"", ""L39.N2966"", ""L40.N352"", ""L41.N358""]",anger,0.2811,0.3571,long_term,310.54,True
2481,2025-10-22T00:50:15.878562,memory_recall,Trial_2481_memory_recall,neutral,"[""L40.N2986"", ""L27.N3084"", ""L42.N1389"", ""L46.N3754"", ""L45.N357"", ""L39.N3289"", ""L34.N2718"", ""L42.N3365""]",neutral,0.4323,0.438,short_term,201.41,True
2482,2025-10-22T01:00:15.878709,autonomous_thought,Trial_2482_autonomous_thought,fear,"[""L30.N2601"", ""L33.N1525"", ""L41.N597"", ""L40.N3473"", ""L37.N3716"", ""L30.N720"", ""L25.N2755"", ""L32.N3143"", ""L27.N234""]",anger,0.4239,0.35,short_term,228.29,False
2483,2025-10-22T01:10:15.878872,conversation,Trial_2483_conversation,fear,"[""L33.N2184"", ""L36.N2842"", ""L41.N2959"", ""L27.N3037"", ""L29.N1171"", ""L32.N1209"", ""L35.N3611"", ""L35.N832"", ""L32.N1385"", ""L40.N3232"", ""L44.N1984""]",fear,0.1004,0.1691,short_term,206.76,True
2484,2025-10-22T01:20:15.879048,user_interaction,Trial_2484_user_interaction,fear,"[""L35.N3664"", ""L25.N2458"", ""L32.N379"", ""L41.N3873"", ""L44.N3753"", ""L32.N1602"", ""L32.N1123""]",fear,0.5035,0.5533,long_term,197.58,True
2485,2025-10-22T01:30:15.879187,task_completion,Trial_2485_task_completion,sadness,"[""L47.N651"", ""L41.N2693"", ""L31.N56"", ""L40.N3214"", ""L35.N2566"", ""L44.N920"", ""L36.N3516"", ""L35.N1135"", ""L42.N809"", ""L46.N1103"", ""L35.N1723"", ""L26.N3619"", ""L47.N2848"", ""L27.N131"", ""L26.N3505"", ""L47.N2165"", ""L41.N3335"", ""L31.N646""]",sadness,0.1007,0.1582,short_term,309.52,True
2486,2025-10-22T01:40:15.879442,autonomous_thought,Trial_2486_autonomous_thought,neutral,"[""L43.N1094"", ""L40.N1714"", ""L44.N1563"", ""L46.N2172"", ""L44.N880"", ""L24.N3024"", ""L47.N2246"", ""L26.N1315"", ""L37.N183"", ""L35.N1638"", ""L46.N3580"", ""L37.N1213"", ""L45.N3800"", ""L45.N2540"", ""L40.N3684"", ""L31.N3658"", ""L45.N526""]",joy,0.2453,0.2465,short_term,437.04,False
2487,2025-10-22T01:50:15.879686,error_event,Trial_2487_error_event,joy,"[""L41.N1264"", ""L40.N632"", ""L40.N1870"", ""L30.N2660"", ""L45.N57"", ""L42.N1077"", ""L30.N1025"", ""L38.N3093"", ""L37.N165"", ""L44.N2822""]",joy,0.3844,0.464,short_term,171.17,True
2488,2025-10-22T02:00:15.879853,conversation,Trial_2488_conversation,joy,"[""L39.N2928"", ""L30.N3833"", ""L26.N1976"", ""L32.N3990"", ""L26.N3663""]",joy,0.1108,0.2643,long_term,208.64,True
2489,2025-10-22T02:10:15.879969,learning_discovery,Trial_2489_learning_discovery,joy,"[""L45.N1033"", ""L37.N3288"", ""L38.N1674"", ""L42.N3306"", ""L42.N3099""]",joy,0.0796,0.1917,short_term,309.57,True
2490,2025-10-22T02:20:15.880081,memory_recall,Trial_2490_memory_recall,fear,"[""L26.N2814"", ""L44.N52"", ""L26.N854"", ""L31.N2027"", ""L46.N1105"", ""L46.N768"", ""L42.N3243"", ""L43.N2229"", ""L39.N3976""]",fear,0.4807,0.4247,short_term,170.8,True
2491,2025-10-22T02:30:15.880233,conversation,Trial_2491_conversation,neutral,"[""L26.N3612"", ""L45.N2710"", ""L33.N3037"", ""L47.N3149"", ""L42.N2172"", ""L34.N3904"", ""L35.N2969"", ""L47.N3603"", ""L25.N1056"", ""L38.N3052"", ""L45.N3884"", ""L36.N720""]",neutral,0.2719,0.3077,short_term,336.54,True
2492,2025-10-22T02:40:15.880426,autonomous_thought,Trial_2492_autonomous_thought,neutral,"[""L24.N2923"", ""L41.N524"", ""L26.N211"", ""L29.N1965"", ""L37.N2696"", ""L36.N1696"", ""L27.N1420"", ""L43.N1701"", ""L24.N3373"", ""L24.N671"", ""L33.N3248""]",neutral,0.3033,0.2831,short_term,596.8,True
2493,2025-10-22T02:50:15.880600,task_completion,Trial_2493_task_completion,neutral,"[""L35.N3611"", ""L34.N3817"", ""L40.N1116"", ""L44.N2716"", ""L31.N553"", ""L35.N2049"", ""L31.N3173"", ""L24.N2924"", ""L37.N777""]",neutral,0.2054,0.1835,short_term,189.1,True
2494,2025-10-22T03:00:15.880770,task_completion,Trial_2494_task_completion,neutral,"[""L35.N3030"", ""L32.N978"", ""L46.N3724"", ""L37.N200"", ""L28.N231"", ""L47.N1595"", ""L46.N3680"", ""L44.N879"", ""L36.N41"", ""L32.N1839"", ""L32.N1739"", ""L45.N1534"", ""L47.N4035"", ""L32.N1118"", ""L41.N3774"", ""L39.N1857""]",neutral,0.2246,0.2103,short_term,82.45,True
2495,2025-10-22T03:10:15.881006,error_event,Trial_2495_error_event,fear,"[""L40.N770"", ""L43.N1358"", ""L29.N3274"", ""L37.N3"", ""L26.N1927"", ""L44.N674"", ""L27.N3619""]",fear,0.1575,0.1889,short_term,473.57,True
2496,2025-10-22T03:20:15.881141,creative_output,Trial_2496_creative_output,neutral,"[""L47.N977"", ""L25.N513"", ""L46.N3095"", ""L33.N1328"", ""L31.N250"", ""L31.N3396"", ""L26.N1248"", ""L43.N2854"", ""L30.N492"", ""L44.N3301"", ""L36.N2648"", ""L46.N641""]",neutral,0.2964,0.3303,short_term,212.79,True
2497,2025-10-22T03:30:15.881348,conversation,Trial_2497_conversation,sadness,"[""L34.N1604"", ""L31.N3722"", ""L34.N1011"", ""L26.N3466"", ""L29.N1253"", ""L45.N3377"", ""L45.N1212"", ""L28.N2788"", ""L42.N356"", ""L24.N672"", ""L46.N3001"", ""L30.N991"", ""L32.N1295"", ""L32.N1963"", ""L34.N539"", ""L46.N1675""]",sadness,0.0654,0.1127,short_term,332.63,True
2498,2025-10-22T03:40:15.881589,autonomous_thought,Trial_2498_autonomous_thought,surprise,"[""L25.N2187"", ""L24.N3227"", ""L35.N1182"", ""L42.N1387"", ""L24.N2082"", ""L24.N1024"", ""L32.N1952""]",surprise,0.0993,0.1084,short_term,138.76,True
2499,2025-10-22T03:50:15.881719,memory_recall,Trial_2499_memory_recall,joy,"[""L38.N2824"", ""L25.N3796"", ""L34.N2911"", ""L45.N2594"", ""L33.N424"", ""L39.N670"", ""L33.N1895"", ""L27.N3284"", ""L31.N2094"", ""L33.N953"", ""L35.N3630"", ""L24.N1255"", ""L45.N3485"", ""L46.N3955"", ""L38.N1838"", ""L34.N3765""]",joy,0.2338,0.4347,long_term,199.72,True
2500,2025-10-22T04:00:15.881947,conversation,Trial_2500_conversation,anger,"[""L24.N2176"", ""L44.N3536"", ""L25.N540"", ""L26.N1392"", ""L47.N2017"", ""L25.N606"", ""L31.N3710"", ""L30.N3826"", ""L44.N3314"", ""L34.N1450"", ""L44.N2136""]",anger,0.6506,0.5787,long_term,278.41,True
2501,2025-10-22T04:10:15.882118,user_interaction,Trial_2501_user_interaction,neutral,"[""L47.N2680"", ""L35.N300"", ""L36.N633"", ""L41.N3634"", ""L43.N3168"", ""L45.N1099"", ""L25.N3651"", ""L28.N3443"", ""L45.N1913"", ""L33.N3989"", ""L24.N2761"", ""L38.N2727"", ""L44.N2768""]",disgust,0.1579,0.2275,short_term,602.02,False
2502,2025-10-22T04:20:15.882320,user_interaction,Trial_2502_user_interaction,joy,"[""L32.N3961"", ""L44.N1202"", ""L40.N2386"", ""L43.N2699"", ""L25.N3427"", ""L44.N3751"", ""L34.N522"", ""L35.N3332"", ""L41.N1470"", ""L38.N2463"", ""L40.N2344""]",joy,0.1916,0.2589,short_term,143.71,True
2503,2025-10-22T04:30:15.882522,memory_recall,Trial_2503_memory_recall,anger,"[""L42.N1937"", ""L30.N3949"", ""L38.N1622"", ""L43.N782"", ""L43.N2933"", ""L37.N1983""]",anger,0.3629,0.2962,long_term,460.37,True
2504,2025-10-22T04:40:15.882651,learning_discovery,Trial_2504_learning_discovery,joy,"[""L31.N2519"", ""L38.N2409"", ""L46.N3826"", ""L29.N668"", ""L39.N3785"", ""L47.N2540"", ""L31.N2814"", ""L27.N2908"", ""L31.N359"", ""L34.N2880"", ""L34.N2084"", ""L46.N413"", ""L38.N1244"", ""L47.N3528"", ""L34.N1162"", ""L38.N1212"", ""L35.N109"", ""L29.N3247""]",joy,0.2064,0.1492,short_term,112.92,True
2505,2025-10-22T04:50:15.882905,task_completion,Trial_2505_task_completion,joy,"[""L30.N2957"", ""L27.N2421"", ""L31.N2308"", ""L36.N3091"", ""L46.N3099"", ""L42.N1459"", ""L38.N1446"", ""L44.N191"", ""L40.N1733"", ""L37.N1645"", ""L33.N1485"", ""L42.N3955"", ""L34.N3103"", ""L33.N238"", ""L25.N2674"", ""L35.N2548"", ""L45.N1905""]",joy,0.1557,0.3045,short_term,402.88,True
2506,2025-10-22T05:00:15.883139,creative_output,Trial_2506_creative_output,sadness,"[""L34.N3549"", ""L45.N3908"", ""L25.N457"", ""L37.N3539"", ""L46.N4029"", ""L43.N2804"", ""L41.N1708"", ""L26.N2228"", ""L27.N1458"", ""L41.N523"", ""L41.N429"", ""L27.N3455"", ""L33.N3112"", ""L44.N3574"", ""L43.N1147"", ""L39.N714"", ""L43.N608""]",sadness,0.3205,0.3196,short_term,424.04,True
2507,2025-10-22T05:10:15.883371,autonomous_thought,Trial_2507_autonomous_thought,fear,"[""L24.N446"", ""L28.N1034"", ""L24.N335"", ""L31.N3549"", ""L39.N1920"", ""L31.N3075"", ""L42.N3171"", ""L41.N1746"", ""L27.N1864"", ""L25.N1474"", ""L36.N2363"", ""L43.N1554"", ""L42.N104"", ""L28.N3726"", ""L32.N3269""]",joy,0.0443,0.1236,long_term,370.44,False
2508,2025-10-22T05:20:15.883623,learning_discovery,Trial_2508_learning_discovery,anger,"[""L44.N933"", ""L40.N2405"", ""L39.N2077"", ""L24.N4059"", ""L27.N2449"", ""L25.N3680"", ""L30.N2159"", ""L36.N58"", ""L41.N998"", ""L41.N1286"", ""L27.N2680""]",anger,0.1347,0.2605,short_term,171.84,True
2509,2025-10-22T05:30:15.883799,error_event,Trial_2509_error_event,joy,"[""L45.N1959"", ""L44.N2680"", ""L43.N1823"", ""L45.N3107"", ""L45.N1977"", ""L39.N877"", ""L26.N1018"", ""L31.N3613""]",joy,0.1646,0.1746,short_term,123.21,True
2510,2025-10-22T05:40:15.883945,conversation,Trial_2510_conversation,neutral,"[""L44.N2494"", ""L29.N3601"", ""L44.N3280"", ""L26.N3472"", ""L40.N2648"", ""L45.N3020"", ""L47.N3086"", ""L44.N3323"", ""L35.N525"", ""L38.N1389"", ""L27.N4047"", ""L31.N1469"", ""L45.N1532"", ""L34.N3069"", ""L44.N3364"", ""L26.N3827"", ""L33.N2399"", ""L28.N2696""]",neutral,0.1652,0.2248,short_term,343.85,True
2511,2025-10-22T05:50:15.884190,learning_discovery,Trial_2511_learning_discovery,joy,"[""L40.N2749"", ""L41.N2728"", ""L24.N1472"", ""L32.N82"", ""L29.N3451"", ""L42.N3313"", ""L26.N2489"", ""L27.N3146"", ""L40.N2562"", ""L46.N2113""]",joy,0.2209,0.3298,short_term,415.58,True
2512,2025-10-22T06:00:15.884351,task_completion,Trial_2512_task_completion,disgust,"[""L29.N2018"", ""L37.N828"", ""L30.N2545"", ""L27.N748"", ""L34.N2431"", ""L33.N1807"", ""L34.N599"", ""L37.N3431"", ""L31.N374"", ""L29.N2327"", ""L46.N3968"", ""L29.N3583"", ""L47.N1709"", ""L44.N2181"", ""L38.N2975"", ""L41.N878"", ""L35.N4042""]",disgust,0.5623,0.5854,short_term,268.24,True
2513,2025-10-22T06:10:15.884616,learning_discovery,Trial_2513_learning_discovery,disgust,"[""L41.N458"", ""L28.N3280"", ""L25.N991"", ""L46.N2308"", ""L31.N1701"", ""L31.N2522"", ""L25.N807"", ""L47.N582""]",disgust,0.0521,0.1654,short_term,173.5,True
2514,2025-10-22T06:20:15.884762,creative_output,Trial_2514_creative_output,surprise,"[""L42.N3672"", ""L32.N3672"", ""L29.N2520"", ""L30.N1831"", ""L47.N1899"", ""L47.N3666"", ""L45.N301"", ""L46.N3667"", ""L43.N1023"", ""L30.N2977"", ""L34.N2986"", ""L31.N1381"", ""L34.N810"", ""L28.N1279"", ""L33.N3040""]",surprise,0.4226,0.3791,short_term,411.66,True
2515,2025-10-22T06:30:15.884986,learning_discovery,Trial_2515_learning_discovery,fear,"[""L34.N3043"", ""L39.N3051"", ""L25.N740"", ""L31.N1679"", ""L41.N380"", ""L46.N1403"", ""L26.N517"", ""L27.N2709"", ""L34.N2529"", ""L44.N76"", ""L36.N2257"", ""L47.N4012"", ""L35.N1885"", ""L32.N3287"", ""L24.N228"", ""L27.N3459"", ""L37.N1738"", ""L46.N493"", ""L35.N3311""]",sadness,0.2501,0.2725,short_term,187.97,False
2516,2025-10-22T06:40:15.885252,user_interaction,Trial_2516_user_interaction,joy,"[""L29.N3534"", ""L40.N2186"", ""L42.N1181"", ""L33.N1622"", ""L41.N3901"", ""L32.N3656"", ""L41.N2181"", ""L39.N1867"", ""L25.N2512"", ""L32.N2820"", ""L40.N2877"", ""L38.N294"", ""L42.N3845"", ""L27.N1515""]",joy,0.0571,0.1803,short_term,295.5,True
2517,2025-10-22T06:50:15.885468,creative_output,Trial_2517_creative_output,neutral,"[""L38.N1758"", ""L26.N356"", ""L42.N302"", ""L30.N2882"", ""L31.N2141"", ""L36.N3567"", ""L31.N309"", ""L32.N1121"", ""L45.N410"", ""L43.N2614"", ""L24.N2163""]",neutral,0.1819,0.1691,short_term,161.98,True
2518,2025-10-22T07:00:15.885664,user_interaction,Trial_2518_user_interaction,anger,"[""L30.N1431"", ""L39.N2175"", ""L46.N3078"", ""L31.N311"", ""L45.N604"", ""L43.N4068"", ""L29.N1566"", ""L32.N3556"", ""L32.N957"", ""L47.N41"", ""L29.N2272"", ""L36.N2660"", ""L42.N591"", ""L38.N3512"", ""L37.N3821""]",anger,0.1515,0.2386,long_term,375.25,True
2519,2025-10-22T07:10:15.885880,creative_output,Trial_2519_creative_output,joy,"[""L25.N2512"", ""L31.N49"", ""L45.N2864"", ""L39.N474"", ""L38.N3662"", ""L47.N854"", ""L35.N1754"", ""L40.N3639"", ""L41.N2279"", ""L32.N2670"", ""L36.N924""]",joy,0.0593,0.0918,short_term,149.92,True
2520,2025-10-22T07:20:15.886058,error_event,Trial_2520_error_event,surprise,"[""L28.N328"", ""L30.N2478"", ""L24.N544"", ""L29.N735"", ""L44.N2628"", ""L34.N2314"", ""L37.N1405"", ""L31.N730"", ""L47.N1517"", ""L32.N2410"", ""L34.N1587"", ""L44.N303"", ""L35.N2694"", ""L26.N555"", ""L29.N2194"", ""L27.N3945""]",anger,0.5561,0.4993,short_term,361.66,False
2521,2025-10-22T07:30:15.886292,conversation,Trial_2521_conversation,neutral,"[""L42.N3057"", ""L35.N446"", ""L41.N1534"", ""L44.N3042"", ""L41.N2945"", ""L42.N2384"", ""L34.N268"", ""L47.N3048"", ""L40.N3884"", ""L44.N2135""]",neutral,0.2932,0.2309,short_term,182.39,True
2522,2025-10-22T07:40:15.886464,autonomous_thought,Trial_2522_autonomous_thought,joy,"[""L34.N1441"", ""L40.N1486"", ""L44.N1145"", ""L24.N2412"", ""L29.N3937"", ""L25.N915"", ""L33.N4081"", ""L35.N882"", ""L36.N3591"", ""L46.N2106"", ""L39.N1418"", ""L46.N3315"", ""L27.N283"", ""L40.N2631""]",joy,0.1421,0.2047,short_term,328.78,True
2523,2025-10-22T07:50:15.886692,task_completion,Trial_2523_task_completion,anger,"[""L36.N3568"", ""L43.N2552"", ""L46.N2902"", ""L27.N3961"", ""L34.N3984"", ""L24.N3626"", ""L42.N3212"", ""L46.N205"", ""L39.N3725"", ""L30.N3684""]",anger,0.0576,0.196,long_term,568.01,True
2524,2025-10-22T08:00:15.886856,autonomous_thought,Trial_2524_autonomous_thought,anger,"[""L27.N2728"", ""L39.N1953"", ""L42.N2009"", ""L28.N2707"", ""L37.N1258"", ""L26.N339"", ""L32.N324"", ""L46.N1463"", ""L41.N636"", ""L32.N1320"", ""L25.N1541"", ""L27.N186"", ""L24.N3358"", ""L36.N3172"", ""L37.N2619"", ""L37.N274"", ""L24.N734"", ""L41.N1926"", ""L40.N415""]",anger,0.1698,0.2248,short_term,322.95,True
2525,2025-10-22T08:10:15.887135,conversation,Trial_2525_conversation,sadness,"[""L37.N2814"", ""L44.N3385"", ""L24.N3647"", ""L36.N1649"", ""L40.N839"", ""L31.N1255"", ""L40.N4051"", ""L35.N2602"", ""L40.N179"", ""L30.N671"", ""L33.N3894"", ""L40.N1273"", ""L41.N3194"", ""L45.N4026"", ""L45.N496""]",sadness,0.1673,0.2239,short_term,370.51,True
2526,2025-10-22T08:20:15.887351,creative_output,Trial_2526_creative_output,joy,"[""L47.N3342"", ""L30.N1178"", ""L43.N4003"", ""L37.N508"", ""L28.N4080""]",joy,0.1085,0.1582,short_term,175.14,True
2527,2025-10-22T08:30:15.887470,user_interaction,Trial_2527_user_interaction,neutral,"[""L41.N1304"", ""L41.N3926"", ""L29.N2705"", ""L42.N763"", ""L37.N2762"", ""L30.N333"", ""L39.N1277"", ""L45.N236"", ""L29.N2742"", ""L38.N2820"", ""L40.N388"", ""L41.N3881"", ""L42.N2721"", ""L44.N4047"", ""L44.N1324""]",neutral,0.4298,0.4003,long_term,168.99,True
2528,2025-10-22T08:40:15.887705,creative_output,Trial_2528_creative_output,sadness,"[""L44.N1396"", ""L38.N882"", ""L36.N2799"", ""L38.N2205"", ""L34.N2746"", ""L36.N1204""]",sadness,0.0994,0.2189,short_term,257.4,True
2529,2025-10-22T08:50:15.887834,conversation,Trial_2529_conversation,surprise,"[""L30.N78"", ""L44.N732"", ""L42.N2452"", ""L29.N2547"", ""L27.N3853"", ""L24.N2582"", ""L31.N3283"", ""L29.N3886"", ""L29.N2478""]",surprise,0.474,0.3742,short_term,116.28,True
2530,2025-10-22T09:00:15.887999,learning_discovery,Trial_2530_learning_discovery,disgust,"[""L31.N675"", ""L30.N3958"", ""L26.N3143"", ""L36.N3550"", ""L36.N3033"", ""L39.N2671"", ""L25.N2690"", ""L38.N2032"", ""L25.N1980"", ""L40.N3557"", ""L34.N3332"", ""L29.N2882"", ""L46.N607"", ""L27.N750"", ""L40.N990"", ""L26.N1711""]",disgust,0.5189,0.4906,short_term,441.76,True
2531,2025-10-22T09:10:15.888225,autonomous_thought,Trial_2531_autonomous_thought,joy,"[""L45.N3927"", ""L39.N3687"", ""L39.N2330"", ""L27.N1813"", ""L38.N1069""]",joy,0.2558,0.3349,short_term,250.88,True
2532,2025-10-22T09:20:15.888335,creative_output,Trial_2532_creative_output,surprise,"[""L34.N3444"", ""L32.N4039"", ""L33.N449"", ""L47.N2402"", ""L25.N2481"", ""L34.N3699"", ""L24.N3588"", ""L30.N1265"", ""L28.N499"", ""L29.N1792"", ""L40.N273"", ""L27.N3632"", ""L36.N3140"", ""L45.N921"", ""L27.N1110"", ""L28.N2952"", ""L36.N1597""]",surprise,0.4568,0.3872,short_term,175.93,True
2533,2025-10-22T09:30:15.888582,creative_output,Trial_2533_creative_output,joy,"[""L25.N3331"", ""L32.N2146"", ""L44.N158"", ""L24.N1020"", ""L28.N426""]",joy,0.2431,0.2808,short_term,299.34,True
2534,2025-10-22T09:40:15.888700,learning_discovery,Trial_2534_learning_discovery,joy,"[""L27.N3995"", ""L35.N1225"", ""L36.N3973"", ""L31.N2890"", ""L40.N1445"", ""L38.N3276"", ""L32.N1422"", ""L42.N1618"", ""L33.N795"", ""L28.N3224"", ""L38.N674""]",joy,0.4459,0.407,long_term,241.55,True
2535,2025-10-22T09:50:15.888898,creative_output,Trial_2535_creative_output,joy,"[""L35.N1238"", ""L28.N3772"", ""L30.N673"", ""L41.N969"", ""L47.N1621"", ""L44.N2962"", ""L43.N3191"", ""L33.N1062"", ""L36.N1368"", ""L36.N682"", ""L42.N373"", ""L30.N1502"", ""L25.N1131"", ""L36.N1667"", ""L24.N755"", ""L38.N1919"", ""L41.N342""]",neutral,0.6265,0.4487,long_term,128.09,False
2536,2025-10-22T10:00:15.889147,memory_recall,Trial_2536_memory_recall,joy,"[""L26.N2182"", ""L36.N241"", ""L47.N1695"", ""L35.N3426"", ""L33.N1433"", ""L28.N598"", ""L32.N1120"", ""L28.N925"", ""L24.N3585"", ""L33.N2243"", ""L26.N649"", ""L38.N2516"", ""L29.N1088"", ""L33.N897"", ""L47.N1416"", ""L40.N1871"", ""L25.N2383""]",joy,0.1948,0.2703,short_term,599.82,True
2537,2025-10-22T10:10:15.889378,conversation,Trial_2537_conversation,disgust,"[""L39.N1005"", ""L46.N3040"", ""L25.N1480"", ""L39.N1380"", ""L41.N1647"", ""L28.N3824"", ""L33.N2493"", ""L35.N3012"", ""L46.N583"", ""L34.N1762"", ""L39.N83"", ""L34.N3889"", ""L40.N2697""]",disgust,0.3426,0.3198,long_term,933.87,True
2538,2025-10-22T10:20:15.889581,memory_recall,Trial_2538_memory_recall,neutral,"[""L24.N1420"", ""L27.N3127"", ""L31.N285"", ""L43.N3135"", ""L26.N1299"", ""L45.N1122"", ""L39.N3211"", ""L36.N2290"", ""L32.N3791""]",neutral,0.1842,0.2142,long_term,92.31,True
2539,2025-10-22T10:30:15.889734,autonomous_thought,Trial_2539_autonomous_thought,surprise,"[""L36.N3892"", ""L47.N2269"", ""L31.N1994"", ""L32.N2750"", ""L47.N332""]",surprise,0.0509,0.183,short_term,331.94,True
2540,2025-10-22T10:40:15.889861,error_event,Trial_2540_error_event,surprise,"[""L43.N1798"", ""L47.N3382"", ""L28.N1582"", ""L33.N2912"", ""L29.N2919"", ""L34.N1733"", ""L31.N3925"", ""L41.N885"", ""L37.N3976"", ""L36.N2865"", ""L37.N2210"", ""L46.N560"", ""L34.N2348"", ""L43.N2259"", ""L33.N1380"", ""L30.N3572""]",surprise,0.5423,0.5127,short_term,206.91,True
